"Ticker","TickerType","Company","Traded","Transaction","Trade_Size_USD","Subholding","Description","Name","Filed","Party","District","Chamber","Comments","excess_return","State","last_modified"
"UNP","ST","UNION PACIFIC CORPORATION",2020-10-22,"Purchase","$1,001 - $15,000","AMERIPRISE TRADITIONAL IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",-18.0163961156412,"Massachusetts",2023-11-16
"UBS","ST","UBS GROUP AG REGISTERED ORDINARY SHARES",2020-10-22,"Purchase","$1,001 - $15,000","AMERIPRISE SEP IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",108.202492918722,"Massachusetts",2023-11-16
"NBLX","ST","NOBLE MIDSTREAM PARTNERS LP - COMMON UNITS, REPRESENTING LIMITED PARTNER INTERESTS",2020-10-22,"Purchase","$15,001 - $50,000","AXA RETIREMENT ACCOUNT","","Mark Green",2020-10-29,"R"," TN07","House","",44.8566680665763,"Tennessee",2023-11-16
"HOLX","ST","HOLOGIC, INC.",2020-10-22,"Purchase","$1,001 - $15,000","AMERIPRISE TRADITIONAL IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",-36.7879085587601,"Massachusetts",2023-11-16
"HSBC","ST","HSBC HOLDINGS, PLC.",2020-10-22,"Sale","$1,001 - $15,000","AMERIPRISE SEP IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",40.9702292180552,"Massachusetts",2023-11-16
"AAPL","ST","APPLE INC.",2020-10-22,"Sale","$1,001 - $15,000","AMERIPRISE SEP IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",0.662216655292276,"Massachusetts",2023-11-16
"ENLC","ST","ENLINK MIDSTREAM, LLC COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2020-10-22,"Purchase","$50,001 - $100,000","AXA RETIREMENT ACCOUNT","","Mark Green",2020-10-29,"R"," TN07","House","",278.923206469176,"Tennessee",2023-11-16
"FLIR","ST","FLIR SYSTEMS, INC.",2020-10-22,"Purchase","$1,001 - $15,000","AMERIPRISE SEP IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",36.5065101134764,"Massachusetts",2023-11-16
"GSK","ST","GLAXOSMITHKLINE PLC",2020-10-22,"Sale","$1,001 - $15,000","AMERIPRISE SEP IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",-52.2825849563611,"Massachusetts",2023-11-16
"COST","ST","COSTCO WHOLESALE CORPORATION",2020-10-22,"Purchase","$1,001 - $15,000","AMERIPRISE TRADITIONAL IRA","","Katherine M. Clark",2020-12-03,"D"," MA05","House","",44.6455703223282,"Massachusetts",2023-11-16
"D","ST","DOMINION ENERGY, INC.",2020-10-22,"Sale","$15,001 - $50,000","TIAA JOINT","","Gerald E. Connolly",2020-11-03,"D"," VA11","House","",-89.5387616788578,"Virginia",2023-11-16
"GOOGL","ST","ALPHABET INC. - CLASS A",2020-10-21,"Sale","$1,001 - $15,000","PROEQUITIES","","Dwight Evans",2020-12-03,"D"," PA03","House","",28.7485581298093,"Pennsylvania",2023-11-16
"AMZN","ST","AMAZON.COM, INC.",2020-10-21,"Sale","$1,001 - $15,000","PROEQUITIES","","Dwight Evans",2020-12-03,"D"," PA03","House","",-39.7573852996038,"Pennsylvania",2023-11-16
"TSN","ST","TYSON FOODS, INC.",2020-10-21,"Purchase","$1,001 - $15,000","NATIONAL FINANCIAL SERVICES/FIDELITY - PREMIERE SELECT IRA DOMESTIC","","John Rutherford",2021-02-02,"R"," FL04","House","",-54.3892890958647,"Florida",2023-11-16
"NOC","ST","NORTHROP GRUMMAN CORPORATION",2020-10-21,"Purchase","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2020-11-24,"D"," FL21","House","",0.453598673163235,"Florida",2023-11-16
"AEP","ST","AMERICAN ELECTRIC POWER COMPANY, INC.",2020-10-21,"Sale","$1,001 - $15,000","NATIONAL FINANCIAL SERVICES/FIDELITY - PREMIERE SELECT IRA DOMESTIC","","John Rutherford",2021-02-02,"R"," FL04","House","",-58.4557052718448,"Florida",2023-11-16
"BSX","ST","BOSTON SCIENTIFIC CORPORATION",2020-10-21,"Purchase","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2020-11-24,"D"," FL21","House","",28.9919030846149,"Florida",2023-11-16
"PLNT","ST","PLANET FITNESS, INC.",2020-10-20,"Purchase","$15,001 - $50,000","","COVERED SHORT","Tom Malinowski",2021-03-05,"D"," NJ07","House","",-54.8860438218351,"New Jersey",2023-11-16
"RACE","ST","FERRARI N.V. COMMON SHARES",2020-10-20,"Purchase","$15,001 - $50,000","","COVERED SHORT","Tom Malinowski",2021-03-05,"D"," NJ07","House","",71.4788756734764,"New Jersey",2023-11-16
"TDC","ST","TERADATA CORPORATION",2020-10-20,"Sale","$1,001 - $15,000","","SHORT SALE","Tom Malinowski",2021-03-05,"D"," NJ07","House","",30.1156888620681,"New Jersey",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-20,"Sale","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-64.7700400433678,"California",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-20,"Sale","$190.45","NEUBERGER BERMAN - BENEFICIARY IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-64.7700400433678,"California",2023-11-16
"BOOT","ST","BOOT BARN HOLDINGS, INC.",2020-10-19,"Purchase","$1,001 - $15,000","150 MAIN STREET TRUST > U.S. TRUST HOLDINGS","","Gilbert Cisneros",2020-11-05,"D"," CA39","House","",125.039705405439,"California",2023-11-16
"WSC","ST","WILLSCOT MOBILE MINI HOLDINGS CORP. - CLASS A",2020-10-19,"Sale","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",118.687533001561,"New Jersey",2023-11-16
"LW","ST","LAMB WESTON HOLDINGS, INC.",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-7.18116679746714,"Nevada",2023-11-16
"LPLA","ST","LPL FINANCIAL HOLDINGS INC.",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",174.208103739215,"Nevada",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-19,"Sale","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-65.3537441232327,"California",2023-11-16
"CNC","ST","CENTENE CORPORATION",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-34.7855220835713,"Nevada",2023-11-16
"STZ","ST","CONSTELLATION BRANDS, INC.",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-1.4416273869994,"Nevada",2023-11-16
"APTV","ST","APTIV PLC ORDINARY SHARES",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-71.8974803078906,"Nevada",2023-11-16
"DRE","ST","DUKE REALTY CORPORATION",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",21.0232683207605,"Nevada",2023-11-16
"OKE","ST","ONEOK, INC.",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",122.577264946954,"Nevada",2023-11-16
"DPZ","ST","DOMINO'S PIZZA INC",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-37.8713365629982,"Nevada",2023-11-16
"HALO","ST","HALOZYME THERAPEUTICS, INC.",2020-10-19,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-10.9071800542301,"New Jersey",2023-11-16
"KMX","ST","CARMAX INC",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-61.8809884842849,"Nevada",2023-11-16
"BLL","ST","BALL CORPORATION",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-40.2537192199045,"Nevada",2023-11-16
"VNT","ST","VONTIER CORPORATION",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",3.28123801977454,"Nevada",2023-11-16
"TDY","ST","TELEDYNE TECHNOLOGIES INCORPORATED",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-25.4278278132036,"Nevada",2023-11-16
"FTV","ST","FORTIVE CORPORATION",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-19.8333056904734,"Nevada",2023-11-16
"LITE","ST","LUMENTUM HOLDINGS INC.",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-94.9284086458936,"Nevada",2023-11-16
"PRAA","ST","PRA GROUP, INC.",2020-10-19,"Sale","$1,001 - $15,000","150 MAIN STREET TRUST > U.S. TRUST HOLDINGS","","Gilbert Cisneros",2020-11-05,"D"," CA39","House","",-91.4126349298901,"California",2023-11-16
"XYL","ST","XYLEM INC. COMMON STOCK NEW",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-8.84945982489527,"Nevada",2023-11-16
"LDOS","ST","LEIDOS HOLDINGS, INC.",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-1.47958619005711,"Nevada",2023-11-16
"RXT","ST","RACKSPACE TECHNOLOGY, INC.",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-140.505005286086,"Nevada",2023-11-16
"ROP","ST","ROPER TECHNOLOGIES, INC.",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",-20.7851721923107,"Nevada",2023-11-16
"VRT","ST","VERTIV HOLDINGS, LLC CLASS A",2020-10-19,"Purchase","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",255.199775717344,"Nevada",2023-11-16
"PSX","ST","PHILLIPS 66",2020-10-19,"Sale","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",175.278815464702,"New Jersey",2023-11-16
"SLGN","ST","SILGAN HOLDINGS INC.",2020-10-19,"Sale","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-34.266930167671,"New Jersey",2023-11-16
"GPK","ST","GRAPHIC PACKAGING HOLDING COMPANY",2020-10-19,"Sale","$1,001 - $15,000","DSL LIVING TRUST > BANK OF NEW YORK BROKERAGE ACCOUNT 340","","Susie Lee",2020-12-08,"D"," NV03","House","",43.0095226856806,"Nevada",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-19,"Sale","$192.29","NEUBERGER BERMAN - BENEFICIARY IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-65.3537441232327,"California",2023-11-16
"CMLFU","ST","CM LIFE SCIENCES, INC. - UNIT",2020-10-16,"Purchase","$1,001 - $15,000","","","Tom Malinowski",2021-08-26,"D"," NJ07","House","",-1.70538261387504,"New Jersey",2023-11-16
"IFF","ST","INTERNATIONA FLAVORS & FRAGRANCES, INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY","","Robert J. Wittman",2020-11-19,"R"," VA01","House","",-76.0866188905723,"Virginia",2023-11-16
"WDAY","Stock","Workday, Inc.",2020-10-16,"Purchase","$1,001 - $15,000","","","Wyden, Ron",2020-11-16,"D","","Senate","Underlying asset of Fidelity Brokerage - Dependent #3",-30.4244582270046,"Oregon",2023-08-28
"LUKOY","ST","LUKOIL CO SPONSORED ADR",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",NA,"New Jersey",2023-11-16
"PCPL","ST","CC NEUBERGER PRINCIPAL HOLDINGS I CLASS A ORDINARY SHARES",2020-10-16,"Purchase","$15,001 - $50,000","","","Tom Malinowski",2021-03-05,"D"," NJ07","House","",-6.1226111293079,"New Jersey",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-16,"Sale","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-63.7243388278136,"California",2023-11-16
"ENBL","ST","ENABLE MIDSTREAM PARTNERS, LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2020-10-16,"Sale","$15,001 - $50,000","AXA RETIREMENT ACCOUNT","","Mark Green",2020-10-29,"R"," TN07","House","",20.7562790512099,"Tennessee",2023-11-16
"FLCB","ST","FRANKLIN LIBERTY U.S. CORE BOND ETF",2020-10-16,"Purchase","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-66.8024305197667,"Connecticut",2023-11-16
"HMN","ST","HORACE MANN EDUCATORS CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-48.6877147172233,"New Jersey",2023-11-16
"NVDA","Stock","NVIDIA Corporation",2020-10-16,"Purchase","$1,001 - $15,000","","","Wyden, Ron",2020-11-16,"D","","Senate","Underlying asset of Fidelity Brokerage - Dependent #3",488.623227905491,"Oregon",2023-08-28
"PSX","ST","PHILLIPS 66",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",167.069634485803,"New Jersey",2023-11-16
"SCHW","ST","CHARLES SCHWAB CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY","","Robert J. Wittman",2020-11-19,"R"," VA01","House","",23.2854817896819,"Virginia",2023-11-16
"NGL","ST","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2020-10-16,"Purchase","$1,001 - $15,000","AXA RETIREMENT ACCOUNT","","Mark Green",2020-10-29,"R"," TN07","House","",9.05368993863383,"Tennessee",2023-11-16
"SPTM","ST","SPDR PORTFOLIO S&P 1500 COMPOSITE STOCK MARKET ETF",2020-10-16,"Sale","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",0.115646627314526,"Connecticut",2023-11-16
"FLCO","ST","FRANKLIN LIBERTY INVESTMENT GRADE CORPORATE ETF",2020-10-16,"Purchase","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-68.4762369095516,"Connecticut",2023-11-16
"SBCF","ST","SEACOAST BANKING CORPORATION OF FLORIDA",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-26.6587279841305,"New Jersey",2023-11-16
"BBVA","ST","BANCO BILBAO VIZCAYA ARGENTARIA S.A.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",271.406823097903,"New Jersey",2023-11-16
"EBSB","ST","MERIDIAN BANCORP, INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",70.6914793567196,"New Jersey",2023-11-16
"JNJ","ST","JOHNSON & JOHNSON",2020-10-16,"Purchase","$15,001 - $50,000","WF 25 (WELLS FARGO FINANCIAL)","","K. Michael Conaway",2020-12-04,"R"," TX11","House","",-40.5369648831911,"Texas",2023-11-16
"WBS","ST","WEBSTER FINANCIAL CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",19.4276564312361,"New Jersey",2023-11-16
"CATY","ST","CATHAY GENERAL BANCORP",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",14.5921688482774,"New Jersey",2023-11-16
"OLED","ST","UNIVERSAL DISPLAY CORPORATION",2020-10-16,"Sale","$191.77","NEUBERGER BERMAN - BENEFICIARY IRA","","Alan S. Lowenthal",2020-10-28,"D"," CA47","House","",-63.7243388278136,"California",2023-11-16
"IART","ST","INTEGRA LIFESCIENCES HOLDINGS CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-75.7377291101038,"New Jersey",2023-11-16
"NVDA","Stock","NVIDIA Corporation",2020-10-16,"Purchase","$1,001 - $15,000","","","Wyden, Ron",2020-11-16,"D","","Senate","Underlying asset of Fidelity Brokerage - Dependent #2",488.623227905491,"Oregon",2023-08-28
"USAC","ST","USA COMPRESSION PARTNERS, LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2020-10-16,"Purchase","$15,001 - $50,000","AXA RETIREMENT ACCOUNT","","Mark Green",2020-10-29,"R"," TN07","House","",109.653091754619,"Tennessee",2023-11-16
"ALC","ST","ALCON INC. ORDINARY SHARES",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-9.85733318748795,"New Jersey",2023-11-16
"ITW","ST","ILLINOIS TOOL WORKS INC.",2020-10-16,"Purchase","$1,001 - $15,000","HERN FAMILY FOUNDATION","","Kevin Hern",2020-11-14,"R"," OK01","House","",-18.1716709013229,"Oklahoma",2023-11-16
"BMRN","ST","BIOMARIN PHARMACEUTICAL INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-41.5135239052518,"New Jersey",2023-11-16
"HAE","ST","HAEMONETICS CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-67.5607072923724,"New Jersey",2023-11-16
"BA","ST","BOEING COMPANY",2020-10-16,"Purchase","$1,001 - $15,000","HERN FAMILY FOUNDATION","","Kevin Hern",2020-11-14,"R"," OK01","House","",-38.2723672217865,"Oklahoma",2023-11-16
"BEN","ST","FRANKLIN RESOURCES, INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-32.8263612358563,"New Jersey",2023-11-16
"CVX","ST","CHEVRON CORPORATION",2020-10-16,"Sale","$15,001 - $50,000","WF 25 (WELLS FARGO FINANCIAL)","CVX RESULT OF MERGER WITH NBL","K. Michael Conaway",2020-12-04,"R"," TX11","House","",66.060582186941,"Texas",2023-11-16
"AAPL","ST","APPLE INC.",2020-10-16,"Purchase","$15,001 - $50,000","WF 10 (WELLS FARGO FINANCIAL)","","K. Michael Conaway",2020-12-04,"R"," TX11","House","",-2.3087289101631,"Texas",2023-11-16
"CVNA","ST","CARVANA CO. CLASS A",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-111.389440568854,"New Jersey",2023-11-16
"AMRC","ST","AMERESCO, INC. CLASS A",2020-10-16,"Sale","$1,001 - $15,000","","CALL OPTION.","Tom Malinowski",2021-08-26,"D"," NJ07","House","",-95.1959376382936,"New Jersey",2023-11-16
"BX","ST","THE BLACKSTONE GROUP INC. CLASS A",2020-10-16,"Sale","$15,001 - $50,000","WF 25 (WELLS FARGO FINANCIAL)","","K. Michael Conaway",2020-12-04,"R"," TX11","House","",76.697697963446,"Texas",2023-11-16
"MCD","ST","MCDONALD'S CORPORATION",2020-10-16,"Purchase","$1,001 - $15,000","HERN FAMILY FOUNDATION","","Kevin Hern",2020-11-14,"R"," OK01","House","",-25.6446112657891,"Oklahoma",2023-11-16
"GOVT","ST","ISHARES U.S. TREASURY BOND ETF",2020-10-16,"Purchase","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-66.3514413649072,"Connecticut",2023-11-16
"VOO","ST","VANGUARD S&P 500 ETF",2020-10-16,"Purchase","$15,001 - $50,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",0,"Connecticut",2023-11-16
"VWO","ST","VANGUARD FTSE EMERGING MARKETS ETF",2020-10-16,"Purchase","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-54.3615050201124,"Connecticut",2023-11-16
"AAPL","ST","APPLE INC.",2020-10-16,"Purchase","$15,001 - $50,000","WF 25 (WELLS FARGO FINANCIAL)","","K. Michael Conaway",2020-12-04,"R"," TX11","House","",-2.3087289101631,"Texas",2023-11-16
"WDAY","Stock","Workday, Inc.",2020-10-16,"Purchase","$1,001 - $15,000","","","Wyden, Ron",2020-11-16,"D","","Senate","Underlying asset of Fidelity Brokerage - Dependent #1",-30.4244582270046,"Oregon",2023-08-28
"ALGT","ST","ALLEGIANT TRAVEL COMPANY",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-95.37146501033,"New Jersey",2023-11-16
"AAPL","ST","APPLE INC.",2020-10-16,"Sale","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-2.3087289101631,"Connecticut",2023-11-16
"JNJ","ST","JOHNSON & JOHNSON",2020-10-16,"Purchase","$1,001 - $15,000","HERN FAMILY FOUNDATION","","Kevin Hern",2020-11-14,"R"," OK01","House","",-40.5369648831911,"Oklahoma",2023-11-16
"PPBI","ST","PACIFIC PREMIER BANCORP INC",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-54.1060635000354,"New Jersey",2023-11-16
"VDC","ST","VANGUARD CONSUMER STAPLES ETF",2020-10-16,"Sale","$15,001 - $50,000","WF 25 (WELLS FARGO FINANCIAL)","","K. Michael Conaway",2020-12-04,"R"," TX11","House","",-28.6972083033486,"Texas",2023-11-16
"FLQL","ST","FRANKLIN LIBERTYQ U.S. EQUITY ETF",2020-10-16,"Purchase","$1,001 - $15,000","INHERITED IRA","","Joe Courtney",2020-11-16,"D"," CT02","House","",-3.02847020206944,"Connecticut",2023-11-16
"CVET","ST","COVETRUS, INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2020-11-05,"D"," NJ05","House","",-24.126884051355,"New Jersey",2023-11-16
"ANTM","ST","ANTHEM, INC.",2020-10-16,"Purchase","$1,001 - $15,000","MORGAN STANLEY","","Robert J. Wittman",2020-11-19,"R"," VA01","House","",50.1230093133421,"Virginia",2023-11-16
"NVDA","Stock","NVIDIA Corporation",2020-10-16,"Purchase","$1,001 - $15,000","","","Wyden, Ron",2020-11-16,"D","","Senate","Underlying asset of Fidelity Brokerage - Dependent #1",488.623227905491,"Oregon",2023-08-28
